dataset,algorithm,clusterer,feature,metric,seeds,n,mean,std
facebook,Louvain,global,community_common_neighbors,ego_cluster_count,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_mean_size,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_mean_density,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p50,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p75,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p90,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.0,0.0
