dataset,seed,algorithm,clusterer,feature,k,evaluated_k,precision,recall
astro_ph,3.0,EgoNet-CC-W3,CC,W3,50.0,50.0,1.0,0.05
astro_ph,3.0,EgoNet-CC-W3,CC,W3,100.0,100.0,1.0,0.1
astro_ph,3.0,EgoNet-CC-W3,CC,W3,200.0,200.0,1.0,0.2
astro_ph,3.0,EgoNet-CC-W3,CC,W3,500.0,500.0,1.0,0.5
astro_ph,3.0,EgoNet-CC-W3,CC,W3,1000.0,1000.0,0.966,0.966
astro_ph,3.0,EgoNet-CC-W4,CC,W4,10.0,10.0,1.0,0.01
astro_ph,3.0,EgoNet-CC-W4,CC,W4,20.0,20.0,1.0,0.02
astro_ph,3.0,EgoNet-CC-W4,CC,W4,50.0,50.0,1.0,0.05
astro_ph,3.0,EgoNet-CC-W4,CC,W4,100.0,100.0,1.0,0.1
astro_ph,3.0,EgoNet-CC-W4,CC,W4,200.0,200.0,1.0,0.2
astro_ph,3.0,EgoNet-CC-W4,CC,W4,500.0,500.0,1.0,0.5
astro_ph,3.0,EgoNet-CC-W4,CC,W4,1000.0,1000.0,0.976,0.976
astro_ph,3.0,Louvain,global,community_common_neighbors,10.0,10.0,1.0,0.01
astro_ph,3.0,Louvain,global,community_common_neighbors,20.0,20.0,1.0,0.02
astro_ph,3.0,Louvain,global,community_common_neighbors,50.0,50.0,1.0,0.05
astro_ph,3.0,Louvain,global,community_common_neighbors,100.0,100.0,1.0,0.1
astro_ph,3.0,Louvain,global,community_common_neighbors,200.0,200.0,1.0,0.2
astro_ph,3.0,Louvain,global,community_common_neighbors,500.0,500.0,1.0,0.5
astro_ph,3.0,Louvain,global,community_common_neighbors,1000.0,1000.0,0.953,0.953
astro_ph,4.0,EgoNet-APM-W1,APM,W1,10.0,10.0,1.0,0.01
astro_ph,4.0,EgoNet-APM-W1,APM,W1,20.0,20.0,1.0,0.02
astro_ph,4.0,EgoNet-APM-W1,APM,W1,50.0,50.0,1.0,0.05
astro_ph,4.0,EgoNet-APM-W1,APM,W1,100.0,100.0,1.0,0.1
astro_ph,4.0,EgoNet-APM-W1,APM,W1,200.0,200.0,1.0,0.2
astro_ph,4.0,EgoNet-APM-W1,APM,W1,500.0,500.0,1.0,0.5
astro_ph,4.0,EgoNet-APM-W1,APM,W1,1000.0,1000.0,0.944,0.944
astro_ph,4.0,EgoNet-APM-W2,APM,W2,10.0,10.0,1.0,0.01
astro_ph,4.0,EgoNet-APM-W2,APM,W2,20.0,20.0,1.0,0.02
astro_ph,4.0,EgoNet-APM-W2,APM,W2,50.0,50.0,1.0,0.05
astro_ph,4.0,EgoNet-APM-W2,APM,W2,100.0,100.0,1.0,0.1
astro_ph,4.0,EgoNet-APM-W2,APM,W2,200.0,200.0,1.0,0.2
astro_ph,4.0,EgoNet-APM-W2,APM,W2,500.0,500.0,1.0,0.5
astro_ph,4.0,EgoNet-APM-W2,APM,W2,1000.0,1000.0,0.944,0.944
astro_ph,4.0,EgoNet-APM-W3,APM,W3,10.0,10.0,1.0,0.01
astro_ph,4.0,EgoNet-APM-W3,APM,W3,20.0,20.0,1.0,0.02
astro_ph,4.0,EgoNet-APM-W3,APM,W3,50.0,50.0,1.0,0.05
astro_ph,4.0,EgoNet-APM-W3,APM,W3,100.0,100.0,1.0,0.1
astro_ph,4.0,EgoNet-APM-W3,APM,W3,200.0,200.0,1.0,0.2
astro_ph,4.0,EgoNet-APM-W3,APM,W3,500.0,500.0,1.0,0.5
astro_ph,4.0,EgoNet-APM-W3,APM,W3,1000.0,1000.0,0.943,0.943
astro_ph,4.0,EgoNet-APM-W4,APM,W4,10.0,10.0,1.0,0.01
astro_ph,4.0,EgoNet-APM-W4,APM,W4,20.0,20.0,1.0,0.02
astro_ph,4.0,EgoNet-APM-W4,APM,W4,50.0,50.0,1.0,0.05
astro_ph,4.0,EgoNet-APM-W4,APM,W4,100.0,100.0,1.0,0.1
astro_ph,4.0,EgoNet-APM-W4,APM,W4,200.0,200.0,1.0,0.2
astro_ph,4.0,EgoNet-APM-W4,APM,W4,500.0,500.0,1.0,0.5
astro_ph,4.0,EgoNet-APM-W4,APM,W4,1000.0,1000.0,0.944,0.944
astro_ph,4.0,EgoNet-CC-W1,CC,W1,10.0,10.0,1.0,0.01
astro_ph,4.0,EgoNet-CC-W1,CC,W1,20.0,20.0,1.0,0.02
astro_ph,4.0,EgoNet-CC-W1,CC,W1,50.0,50.0,1.0,0.05
astro_ph,4.0,EgoNet-CC-W1,CC,W1,100.0,100.0,1.0,0.1
astro_ph,4.0,EgoNet-CC-W1,CC,W1,200.0,200.0,1.0,0.2
astro_ph,4.0,EgoNet-CC-W1,CC,W1,500.0,500.0,1.0,0.5
astro_ph,4.0,EgoNet-CC-W1,CC,W1,1000.0,1000.0,0.968,0.968
astro_ph,4.0,EgoNet-CC-W2,CC,W2,10.0,10.0,1.0,0.01
astro_ph,4.0,EgoNet-CC-W2,CC,W2,20.0,20.0,1.0,0.02
astro_ph,4.0,EgoNet-CC-W2,CC,W2,50.0,50.0,1.0,0.05
astro_ph,4.0,EgoNet-CC-W2,CC,W2,100.0,100.0,1.0,0.1
astro_ph,4.0,EgoNet-CC-W2,CC,W2,200.0,200.0,1.0,0.2
astro_ph,4.0,EgoNet-CC-W2,CC,W2,500.0,500.0,1.0,0.5
astro_ph,4.0,EgoNet-CC-W2,CC,W2,1000.0,1000.0,0.968,0.968
astro_ph,4.0,EgoNet-CC-W3,CC,W3,10.0,10.0,1.0,0.01
astro_ph,4.0,EgoNet-CC-W3,CC,W3,20.0,20.0,1.0,0.02
astro_ph,4.0,EgoNet-CC-W3,CC,W3,50.0,50.0,1.0,0.05
astro_ph,4.0,EgoNet-CC-W3,CC,W3,100.0,100.0,1.0,0.1
astro_ph,4.0,EgoNet-CC-W3,CC,W3,200.0,200.0,1.0,0.2
astro_ph,4.0,EgoNet-CC-W3,CC,W3,500.0,500.0,1.0,0.5
astro_ph,4.0,EgoNet-CC-W3,CC,W3,1000.0,1000.0,0.962,0.962
astro_ph,4.0,EgoNet-CC-W4,CC,W4,10.0,10.0,1.0,0.01
astro_ph,4.0,EgoNet-CC-W4,CC,W4,20.0,20.0,1.0,0.02
astro_ph,4.0,EgoNet-CC-W4,CC,W4,50.0,50.0,1.0,0.05
astro_ph,4.0,EgoNet-CC-W4,CC,W4,100.0,100.0,1.0,0.1
astro_ph,4.0,EgoNet-CC-W4,CC,W4,200.0,200.0,1.0,0.2
astro_ph,4.0,EgoNet-CC-W4,CC,W4,500.0,500.0,1.0,0.5
astro_ph,4.0,EgoNet-CC-W4,CC,W4,1000.0,1000.0,0.968,0.968
astro_ph,4.0,Louvain,global,community_common_neighbors,10.0,10.0,1.0,0.01
astro_ph,4.0,Louvain,global,community_common_neighbors,20.0,20.0,1.0,0.02
astro_ph,4.0,Louvain,global,community_common_neighbors,50.0,50.0,1.0,0.05
astro_ph,4.0,Louvain,global,community_common_neighbors,100.0,100.0,1.0,0.1
astro_ph,4.0,Louvain,global,community_common_neighbors,200.0,200.0,1.0,0.2
astro_ph,4.0,Louvain,global,community_common_neighbors,500.0,500.0,1.0,0.5
astro_ph,4.0,Louvain,global,community_common_neighbors,1000.0,1000.0,0.95,0.95
astro_ph,5.0,EgoNet-APM-W1,APM,W1,10.0,10.0,1.0,0.01
astro_ph,5.0,EgoNet-APM-W1,APM,W1,20.0,20.0,1.0,0.02
astro_ph,5.0,EgoNet-APM-W1,APM,W1,50.0,50.0,1.0,0.05
astro_ph,5.0,EgoNet-APM-W1,APM,W1,100.0,100.0,1.0,0.1
astro_ph,5.0,EgoNet-APM-W1,APM,W1,200.0,200.0,1.0,0.2
astro_ph,5.0,EgoNet-APM-W1,APM,W1,500.0,500.0,0.998,0.499
astro_ph,5.0,EgoNet-APM-W1,APM,W1,1000.0,1000.0,0.948,0.948
astro_ph,5.0,EgoNet-APM-W2,APM,W2,10.0,10.0,1.0,0.01
astro_ph,5.0,EgoNet-APM-W2,APM,W2,20.0,20.0,1.0,0.02
astro_ph,5.0,EgoNet-APM-W2,APM,W2,50.0,50.0,1.0,0.05
astro_ph,5.0,EgoNet-APM-W2,APM,W2,100.0,100.0,1.0,0.1
astro_ph,5.0,EgoNet-APM-W2,APM,W2,200.0,200.0,1.0,0.2
astro_ph,5.0,EgoNet-APM-W2,APM,W2,500.0,500.0,1.0,0.5
astro_ph,5.0,EgoNet-APM-W2,APM,W2,1000.0,1000.0,0.948,0.948
astro_ph,5.0,EgoNet-APM-W3,APM,W3,10.0,10.0,1.0,0.01
astro_ph,5.0,EgoNet-APM-W3,APM,W3,20.0,20.0,1.0,0.02
astro_ph,5.0,EgoNet-APM-W3,APM,W3,50.0,50.0,1.0,0.05
astro_ph,5.0,EgoNet-APM-W3,APM,W3,100.0,100.0,1.0,0.1
astro_ph,5.0,EgoNet-APM-W3,APM,W3,200.0,200.0,1.0,0.2
astro_ph,5.0,EgoNet-APM-W3,APM,W3,500.0,500.0,0.998,0.499
astro_ph,5.0,EgoNet-APM-W3,APM,W3,1000.0,1000.0,0.947,0.947
astro_ph,5.0,EgoNet-APM-W4,APM,W4,10.0,10.0,1.0,0.01
astro_ph,5.0,EgoNet-APM-W4,APM,W4,20.0,20.0,1.0,0.02
astro_ph,5.0,EgoNet-APM-W4,APM,W4,50.0,50.0,1.0,0.05
astro_ph,5.0,EgoNet-APM-W4,APM,W4,100.0,100.0,1.0,0.1
astro_ph,5.0,EgoNet-APM-W4,APM,W4,200.0,200.0,1.0,0.2
astro_ph,5.0,EgoNet-APM-W4,APM,W4,500.0,500.0,1.0,0.5
astro_ph,5.0,EgoNet-APM-W4,APM,W4,1000.0,1000.0,0.948,0.948
astro_ph,5.0,EgoNet-CC-W1,CC,W1,10.0,10.0,1.0,0.01
astro_ph,5.0,EgoNet-CC-W1,CC,W1,20.0,20.0,1.0,0.02
astro_ph,5.0,EgoNet-CC-W1,CC,W1,50.0,50.0,1.0,0.05
astro_ph,5.0,EgoNet-CC-W1,CC,W1,100.0,100.0,1.0,0.1
astro_ph,5.0,EgoNet-CC-W1,CC,W1,200.0,200.0,1.0,0.2
astro_ph,5.0,EgoNet-CC-W1,CC,W1,500.0,500.0,0.998,0.499
astro_ph,5.0,EgoNet-CC-W1,CC,W1,1000.0,1000.0,0.971,0.971
astro_ph,5.0,EgoNet-CC-W2,CC,W2,10.0,10.0,1.0,0.01
astro_ph,5.0,EgoNet-CC-W2,CC,W2,20.0,20.0,1.0,0.02
astro_ph,5.0,EgoNet-CC-W2,CC,W2,50.0,50.0,1.0,0.05
astro_ph,5.0,EgoNet-CC-W2,CC,W2,100.0,100.0,1.0,0.1
astro_ph,5.0,EgoNet-CC-W2,CC,W2,200.0,200.0,1.0,0.2
astro_ph,5.0,EgoNet-CC-W2,CC,W2,500.0,500.0,0.998,0.499
astro_ph,5.0,EgoNet-CC-W2,CC,W2,1000.0,1000.0,0.971,0.971
astro_ph,5.0,EgoNet-CC-W3,CC,W3,10.0,10.0,1.0,0.01
astro_ph,5.0,EgoNet-CC-W3,CC,W3,20.0,20.0,1.0,0.02
astro_ph,5.0,EgoNet-CC-W3,CC,W3,50.0,50.0,1.0,0.05
astro_ph,5.0,EgoNet-CC-W3,CC,W3,100.0,100.0,1.0,0.1
astro_ph,5.0,EgoNet-CC-W3,CC,W3,200.0,200.0,1.0,0.2
astro_ph,5.0,EgoNet-CC-W3,CC,W3,500.0,500.0,0.998,0.499
astro_ph,5.0,EgoNet-CC-W3,CC,W3,1000.0,1000.0,0.966,0.966
astro_ph,5.0,EgoNet-CC-W4,CC,W4,10.0,10.0,1.0,0.01
astro_ph,5.0,EgoNet-CC-W4,CC,W4,20.0,20.0,1.0,0.02
astro_ph,5.0,EgoNet-CC-W4,CC,W4,50.0,50.0,1.0,0.05
astro_ph,5.0,EgoNet-CC-W4,CC,W4,100.0,100.0,1.0,0.1
astro_ph,5.0,EgoNet-CC-W4,CC,W4,200.0,200.0,1.0,0.2
astro_ph,5.0,EgoNet-CC-W4,CC,W4,500.0,500.0,1.0,0.5
astro_ph,5.0,EgoNet-CC-W4,CC,W4,1000.0,1000.0,0.971,0.971
astro_ph,5.0,Louvain,global,community_common_neighbors,10.0,10.0,1.0,0.01
astro_ph,5.0,Louvain,global,community_common_neighbors,20.0,20.0,1.0,0.02
astro_ph,5.0,Louvain,global,community_common_neighbors,50.0,50.0,1.0,0.05
astro_ph,5.0,Louvain,global,community_common_neighbors,100.0,100.0,1.0,0.1
astro_ph,5.0,Louvain,global,community_common_neighbors,200.0,200.0,1.0,0.2
astro_ph,5.0,Louvain,global,community_common_neighbors,500.0,500.0,0.998,0.499
astro_ph,5.0,Louvain,global,community_common_neighbors,1000.0,1000.0,0.948,0.948
